"NPDES DMR Parameter to Pollutant Category Crosswalk"

POLLUTANT_CODE,POLLUTANT_DESC,PARAMETER_CODE,PARAMETER_DESC,COUNT_PERMITS_WITH_LIMITS,CHEMICAL_ABSTRACT_SERVICE_NMBR,SRS_ID,TOXIC_WEIGHTING_FACTOR,QNCR_POLL_CODE,NITROGEN,PHOSPHORUS,ORGANIC_ENRICHMENT,SOLIDS,PATHOGEN_INDICATORS,METALS,CWA_PRIORITY_POLLUTANTS,CERCLA_HAZ_SUBST,TRI_CHEMICALS,TEMPERATURE,GEN_RADIOACTIVITY,RADIONUCLIDES,COLOR,WHOLE_EFFLUENT_TOXICITY,PFAS
"11647","Macroinvertebrate assessment","49220","Macroinvertebrate assessment",6,"","",,"Group 1","","","","","","","","","","","","","","",""
"11648","Nalco Macrotrol 9210","51029","Nalco Macrotrol 9210",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11649","Chlorophyll B","32231","Chlorophyll B",0,"519620","49890",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"1165","Copper","01119","Copper, total recoverable",9741,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","46394","Copper, dry weight",477,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","01306","Copper, potentially dissolved",735,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","01041","Copper, suspended (as Cu)",2,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","01040","Copper, dissolved (as Cu)",1130,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","51402","Copper, percent removal",1,"7440508","150086",.623,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"1165","Copper","78475","Copper, sludge, tot, dry weight (as Cu)",507,"7440508","150086",.623,"Group 1","","","","","","","Y","Y","Y","","","","","",""
"1165","Copper","01042","Copper, total (as Cu)",21129,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","01256","Copper",2,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","00159","Copper, total per batch",0,"7440508","150086",.623,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"1165","Copper","61506","Copper, sludge solid",1,"7440508","150086",.623,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"1165","Copper","61507","Copper, sludge total",2,"7440508","150086",.623,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"1165","Copper","1042D","Copper, total [as Cu] [per discharge]",0,"7440508","150086",.623,"Group 2","","","","","","","Y","","Y","","","","","",""
"1165","Copper","01043","Copper in bottom deposits (dry wgt)",153,"7440508","150086",.623,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"1165","Copper","1119A","Copper, total recoverable",0,"7440508","150086",,"Group 2","","","","","","","","","Y","","","","","",""
"1165","Copper","5191A","Copper, Total [as Cu] [Can Production] ",0,"7440508","150086",,"Group 2","","","","","","","","","Y","","","","","",""
"1165","Copper","51897","Copper, calculated limit",1,"7440508","150086",,"Group 2","","","","","","","","","Y","","","","","",""
"11650","Chlorophyll A","32223","Chlorophyll A, corrected",0,"479618","47076",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11650","Chlorophyll A, corrected","32230","Chlorophyll A",170,"479618","47076",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11650","Chlorophyll A, corrected","32209","Chlorophyll A, corrected",3,"479618","47076",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11651","Magnesium, pct exchange","01292","Magnesium, pct exchange",0,"","",,"Group 1","","","","","","","","","","","","","","",""
"11652","MB 121","82540","MB 121",1,"","",,"Group 2","","","","","","","","","","","","","","",""
"11653","Mercaptans, total","82211","Mercaptans, total",1,"","",,"Group 2","","","","","","","","","","","","","","",""
"11654","Metals toxicity ratio","01169","Metals toxicity ratio",0,"","",,"Group 2","","","","","","","","","","","","","","",""
"11655","Metals, tox priority pollutants, total","78239","Metals, tox priority pollutants, total",11,"","",,"Group 2","","","","","","","","","","","","","","",""
"11656","Sodium hexametaphosphate","01301","Sodium hexameta- phosphate",0,"10124568","168385",,"Group 1","","","","","","","","Y","","","","","","",""
"11657","Methylamine","76996","Methylamine",0,"74895","5132",.000343558282208589,"Group 2","","","","","","","","Y","","","","","","",""
"11658","Tetramethyl ammonium hydroxide","52250","Tetramethyl ammonium hydroxide",0,"75592","5694",,"Group 2","","","","","","","","","","","","","","",""
"11659","Halon 1011","70009","Bromochloromethane",9,"74975","5199",.000113795696084209,"Group 2","","","","","","","","","","","","","","",""
"11660","Dichlorobromomethane","73211","Bromodichloromethane, dry weight",0,"75274","5462",.03,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"11660","Dichlorobromomethane","51073","Bromodichloromethane",75,"75274","5462",.03,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"11660","Dichlorobromomethane","38693","Bromodichloromethane, effluent",73,"75274","5462",.03,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"11660","Dichlorobromomethane","34330","Dichlorobromomethane, dry weight",1,"75274","5462",.03,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"11660","Dichlorobromomethane","32101","Dichlorobromomethane",1266,"75274","5462",.03,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"11661","HCFC-22","45028","Chlorodifluoromethane",4,"75456","5595",,"Group 2","","","","","","","","Y","Y","","","","","","Y"
"11662","Chlorofluoromethane","45025","Chlorofluoromethane",0,"593704","57463",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11663","Dibromomethane","38679","Dibromomethane",8,"74953","5173",.000112152527437315,"Group 2","","","","","","","","Y","Y","","","","","",""
"11663","Dibromomethane","77596","Dibromomethane (Methylene Bromide)",1,"74953","5173",.000112152527437315,"Group 2","","","","","","","","Y","Y","","","","","",""
"11664","Chlorodibromomethane","34309","Chlorodibromomethane, dry weight",0,"124481","33597",.04,"Group 2","","","","","","","Y","Y","","","","","","",""
"11664","Chlorodibromomethane","32105","Dibromochloromethane",1060,"124481","33597",.04,"Group 2","","","","","","","Y","Y","","","","","","",""
"11664","Chlorodibromomethane","34306","Chlorodibromomethane",607,"124481","33597",.04,"Group 2","","","","","","","Y","Y","","","","","","",""
"11665","Dibromodichloromethane","77779","Dibromodichloromethane",7,"594183","57588",,"Group 2","","","","","","","","","","","","","","",""
"11665","Dibromodichloromethane","82153","Dichlorodibromomethane",10,"594183","57588",,"Group 2","","","","","","","","","","","","","","",""
"11666","CFC-12","34334","Dichlorodifluoromethane, dry weight",1,"75718","5801",.000592527087456931,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"11666","CFC-12","34668","Dichlorodifluoromethane",42,"75718","5801",.000592527087456931,"Group 2","","","","","","","","Y","Y","","","","","",""
"11667","HCFC-21","70010","Dichlorofluoromethane",8,"75434","5579",,"Group 2","","","","","","","","Y","Y","","","","","",""
"11668","HFC-32","49539","Difluoromethane, total,water",0,"75105","5314",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11669","Bis(chloromethyl) ether","34271","Bis(chloromethyl) ether, dry weight",1,"542881","52498",19.4,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"11669","Bis(chloromethyl) ether","34268","Bis(chloromethyl) ether",22,"542881","52498",19.4,"Group 2","","","","","","","","Y","Y","","","","","",""
"11670","Dimethyl sulfoxide","77042","Dimethyl sulfoxide, total",10,"67685","4325",.00000164705882352941,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11671","Bis(trichloromethyl) sulfone","78147","Bis(trichloromethyl) sulfone",0,"3064708","111070",1.93,"Group 2","","","","","","","","","","","","","","",""
"11672","Dimethyl sulfide","81579","Dimethyl sulfide, total",0,"75183","5371",.0000791172772354163,"Group 2","","","","","","","","","","","","","","",""
"11673","Tribromomethane","34290","Bromoform, dry weight",1,"75252","5447",.00456584752726729,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"11673","Tribromomethane","32104","Bromoform",1490,"75252","5447",.00456584752726729,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"11674","Trimethylorthoformate","78099","Trimethoxymethane",0,"149735","39933",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11674","Trimethylorthoformate","51076","Trimethylorthoformate",0,"149735","39933",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11675","Chlorinated methanes","34032","Chlorinated methanes",0,"","",,"Group 2","","","","","","","","","","","","","","",""
"11676","Ethyl methanesulfonate","73184","Ethyl methanesulfonate",0,"62500","3616",,"Group 2","","","","","","","","Y","","","","","","",""
"11677","Methyl methanesulfonate","73190","Methyl methanesulfonate",0,"66273","4093",,"Group 2","","","","","","","","","","","","","","",""
"11678","Chlordimeform","82231","Chlorodimeform",0,"6164983","138040",,"Group 2","","","","","","","","","","","","","","",""
"11679","Metiram","38528","Polyram",76,"9006422","162537",.00875,"Group 2","","","","","","","","Y","Y","","","","","",""
"11680","Microscopic analysis","82239","Microscopic analysis",1,"","",,"Group 1","","","","","","","","","","","","","","",""
"11681","Misc. discharges, free oil","51575","Free Oil",36,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11681","Misc. discharges, free oil","51689","Free Oil Visual Sheen",62,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11681","Misc. discharges, free oil","49498","Misc. discharges, free oil",580,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11681","Misc. discharges, free oil","51940","Miscellaneous Discharges [Pipeline Brine] [Free Oil]",102,"","1643980",,"Group 1","","","","","","","","","","","","","","",""
"11682","Misc. free oil in Western GOM, OCS","04239","Misc. free oil in Western GOM, OCS",278,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11683","Mix ratio","52060","Mix ratio",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11684","Mixed liquor","82238","Mixed liquor",135,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11685","Moisture content","52070","Moisture content",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11686","Sodium molybdate, total","34729","Sodium molybdate, total",1,"7631950","152017",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11687","Monitoring well level from the surface","85820","Monitoring well level from the surface",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11688","Month excursion time (min)","82577","Month excursion time (min)",19,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11689","Morpholine","51101","Morpholine",1,"110918","27086",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"11690","N-Nitrosomorpholine","73617","Morpholine, 4-nitroso-",2,"59892","3194",.00000159433283007458,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"11691","N-Nitroso compounds, volatile","78731","N-Nitroso compounds, volatile",1,"","",,"Group 2","","","","","","","","","","","","","","",""
"11691","N-Nitroso compounds, volatile","78730","N-Nitroso compounds, volatile",0,"","",,"Group 2","","","","","","","","","","","","","","",""
"11692","NOAEL 1HR CHR L. MINOR","TDE1B","Noael 1Hr Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11693","NOAEL FLTH 48HR ACU LEPOMIS MACROCHI","TDW6E","Noael Flth 48Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11694","NOAEL FLTH 4DAY CHR LEPOMIS MACROCHI","TDY6E","Noael Flth 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11695","NOAEL FLTH 7DAY CHR LEPOMIS MACROCHI","TDZ6E","Noael Flth 7Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11696","NOAEL FLTH 96HR ACU LEPOMIS MACROCHI","TDX6E","Noael Flth 96Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11697","NOAEL STAT 24HR ACU LEPOMIS MACROCHIRUS","TDE6E","Noael Static 24Hr Acute Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11698","NOAEL STAT 48HR ACU CERIODAPHNIA","TDA3B","Noael Static 48Hr Acute Ceriodaphnia",92,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11699","NOAEL STAT 48HR ACU D. PULEX","TDA3D","Noael Static 48Hr Acute D. Pulex",209,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11700","NOAEL STAT 48HR ACU LEPOMIS MACROCHIRUS","TDA6E","NOEAL Static 48Hr Acute Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11701","NOAEL STAT 48HR ACU MENIDIA","TDA6B","Noael Static 48Hr Acute Menidia",23,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11702","NOAEL STAT 48HR ACU MYSID. BAHIA","TDA3E","Noael Static 48Hr Acute Mysid. Bahia",36,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11703","NOAEL STAT 48HR ACU PIMEPHALES","TDA6C","Noael Static 48Hr Acute Pimephales",269,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11704","NOAEL STAT 48HR ACU SALVEL. SALMONID","TDA6F","Noael Static 48Hr Acute Salvel. Salmonid",52,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11705","NOAEL STAT 4DAY CHR LEPOMIS MACROCHIRUS","TDC6E","Noael Static 4Day Chronic Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11706","NOAEL STAT 7DAY CHR LEPOMIS MACROCHIRUS","TDD6E","Noael Static 7Day Chronic Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11707","NOAEL STAT 96HR ACU LEPOMIS MACROCHIRUS","TDB6E","Noael Static 96Hr Acute Lepomis Macrochirus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11708","NOAEL STATRE 48HR ACU ARBACIA","TDM3A","Noael Statre 48Hr Acute Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11709","NOAEL STATRE 48HR ACU CERIODAPHNIA","TDM3B","Noael Statre 48Hr Acute Ceriodaphnia",20,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11710","NOAEL STATRE 48HR ACU CYPRINODON","TDM6A","Noael Statre 48Hr Acute Cyprinodon",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11711","NOAEL STATRE 48HR ACU D. MAGNA","TDM3C","Noael Statre 48Hr Acute D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11712","NOAEL STATRE 48HR ACU D. PULEX","TDM3D","Noael Statre 48Hr Acute D. Pulex",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11713","NOAEL STATRE 48HR ACU L. MINOR","TDM1B","Noael Statre 48Hr Acute L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11714","NOAEL STATRE 48HR ACU MENIDIA","TDM6B","Noael Statre 48Hr Acute Menidia",13,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11715","NOAEL STATRE 48HR ACU MYSID. BAHIA","TDM3E","Noael Statre 48Hr Acute Mysid. Bahia",46,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11716","NOAEL STATRE 48HR ACU PIMEPHALES","TDM6C","Noael Statre 48Hr Acute Pimephales",9,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11717","NOAEL STATRE 48HR ACU SELEN. CAPR.","TDM1A","Noael Statre 48Hr Acute Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11718","NOAEL STATRE 48HR ACU. CHAMPIA","TDM1C","Noael Statre 48Hr Acu. Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11719","NOAEL STATRE 4DAY CHR ARBACIA","TDO3A","Noael Statre 4Day Chronic Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11720","NOAEL STATRE 4DAY CHR CERIODAPHNIA","TDO3B","Noael Statre 4Day Chronic Ceriodaphnia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11721","NOAEL STATRE 4DAY CHR CHAMPIA","TDO1C","Noael Statre 4Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11722","NOAEL STATRE 4DAY CHR CYPRINODON","TDO6A","Noael Statre 4Day Chronic Cyprinodon",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11723","NOAEL STATRE 4DAY CHR D. MAGNA","TDO3C","Noael Statre 4Day Chronic D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11724","NOAEL STATRE 4DAY CHR D. PULEX","TDO3D","Noael Statre 4Day Chronic D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11725","NOAEL STATRE 4DAY CHR L. MINOR","TDO1B","Noael Statre 4Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11726","NOAEL STATRE 4DAY CHR LEPOMIS MACROCHI","TDO6E","Noael Statre 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11727","NOAEL STATRE 4DAY CHR MENIDIA","TDO6B","Noael Statre 4Day Chronic Menidia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11728","NOAEL STATRE 4DAY CHR MYSID. BAHIA","TDO3E","Noael Statre 4Day Chronic Mysid. Bahia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11729","NOAEL STATRE 4DAY CHR PIMEPHALES","TDO6C","Noael Statre 4Day Chronic Pimephales",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11730","NOAEL STATRE 4DAY CHR SELEN. CAPR.","TDO1A","Noael Statre 4Day Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11731","NOAEL STATRE 7DAY CHR ARBACIA","TDP3A","Noael Statre 7Day Chronic Arbacia",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11732","NOAEL STATRE 7DAY CHR CERIODAPHNIA","TDP3B","Noael Statre 7Day Chronic Ceriodaphnia",9,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11733","NOAEL STATRE 7DAY CHR CHAMPIA","TDP1C","Noael Statre 7Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11734","NOAEL STATRE 7DAY CHR CYPRINODON","TDP6A","Noael Statre 7Day Chronic Cyprinodon",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11735","NOAEL STATRE 7DAY CHR D. MAGNA","TDP3C","Noael Statre 7Day Chronic D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11736","NOAEL STATRE 7DAY CHR D. PULEX","TDP3D","Noael Statre 7Day Chronic D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11737","NOAEL STATRE 7DAY CHR L. MINOR","TDP1B","Noael Statre 7Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11738","NOAEL STATRE 7DAY CHR LEPOMIS MACROCHI","TDP6E","Noael Statre 7Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11739","NOAEL STATRE 7DAY CHR MENIDIA","TDP6B","Noael Statre 7Day Chronic Menidia",8,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11740","NOAEL STATRE 7DAY CHR MYSID. BAHIA","TDP3E","Noael Statre 7Day Chronic Mysid. Bahia",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11741","NOAEL STATRE 7DAY CHR PIMEPHALES","TDP6C","Noael Statre 7Day Chronic Pimephales",2,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11742","NOAEL STATRE 7DAY CHR SELEN. CAPR.","TDP1A","Noael Statre 7Day Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11743","NOAEL STATRE 96HR ACU ARBACIA","TDN3A","Noael Statre 96Hr Acute Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11744","NOAEL STATRE 96HR ACU CERIODAPHNIA","TDN3B","Noael Statre 96Hr Acute Ceriodaphnia",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11745","NOAEL STATRE 96HR ACU CYPRINODON","TDN6A","Noael Statre 96Hr Acute Cyprinodon",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11746","NOAEL STATRE 96HR ACU D. MAGNA","TDN3C","Noael Statre 96Hr Acute D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11747","NOAEL STATRE 96HR ACU D. PULEX","TDN3D","Noael Statre 96Hr Acute D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11748","NOAEL STATRE 96HR ACU L. MINOR","TDN1B","Noael Statre 96Hr Acute L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11749","NOAEL STATRE 96HR ACU LEPOMIS MACROCHI","TDN6E","Noael Statre 96Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11750","NOAEL STATRE 96HR ACU MENIDIA","TDN6B","Noael Statre 96Hr Acute Menidia",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11751","NOAEL STATRE 96HR ACU MYSID. BAHIA","TDN3E","Noael Statre 96Hr Acute Mysid. Bahia",4,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11752","NOAEL STATRE 96HR ACU PIMEPHALES","TDN6C","Noael Statre 96Hr Acute Pimephales",11,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11753","NOAEL STATRE 96HR ACU SELEN. CAPR.","TDN1A","Noael Statre 96Hr Acute Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11754","NOAEL STATRE 96HR ACU. CHAMPIA","TDN1C","Noael Statre 96Hr Acu. Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11755","NOEL FLTH 48HR ACU LEPOMIS MACROCHI","TBW6E","Noel Flth 48Hr Acute Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11756","NOEL FLTH 4DAY CHR ARBACIA","TBY3A","Noel Flth 4Day Chronic Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11757","NOEL FLTH 4DAY CHR CERIODAPHNIA","TBY3B","Noel Flth 4Day Chronic Ceriodaphnia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11758","NOEL FLTH 4DAY CHR CHAMPIA","TBY1C","Noel Flth 4Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11759","NOEL FLTH 4DAY CHR CYPRINODON","TBY6A","Noel Flth 4Day Chronic Cyprinodon",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11760","NOEL FLTH 4DAY CHR D. MAGNA","TBY3C","Noel Flth 4Day Chronic D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11761","NOEL FLTH 4DAY CHR D. PULEX","TBY3D","Noel Flth 4Day Chronic D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11762","NOEL FLTH 4DAY CHR L. MINOR","TBY1B","Noel Flth 4Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11763","NOEL FLTH 4DAY CHR LEPOMIS MACROCHI","TBY6E","Noel Flth 4Day Chronic Lepomis Macrochi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11764","NOEL FLTH 4DAY CHR MENIDIA","TBY6B","Noel Flth 4Day Chronic Menidia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11765","NOEL FLTH 4DAY CHR MYSID. BAHIA","TBY3E","Noel Flth 4Day Chronic Mysid. Bahia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11766","NOEL FLTH 4DAY CHR PIMEPHALES","TBY6C","Noel Flth 4Day Chronic Pimephales",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11767","NOEL FLTH 4DAY CHR SALMO GAIR.","TBY6D","Noel Flth 4Day Chronic Salmo Gair.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11768","NOEL FLTH 4DAY CHR SELEN. CAPR.","TBY1A","Noel Flth 4Day Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11769","NOEL FLTH 7DAY CHR ARBACIA","TBZ3A","Noel Flth 7Day Chronic Arbacia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11770","NOEL FLTH 7DAY CHR CERIODAPHNIA","TBZ3B","Noel Flth 7Day Chronic Ceriodaphnia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11771","NOEL FLTH 7DAY CHR CHAMPIA","TBZ1C","Noel Flth 7Day Chronic Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11772","NOEL FLTH 7DAY CHR CYPRINODON","TBZ6A","Noel Flth 7Day Chronic Cyprinodon",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11773","NOEL FLTH 7DAY CHR D. MAGNA","TBZ3C","Noel Flth 7Day Chronic D. Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11774","NOEL FLTH 7DAY CHR D. PULEX","TBZ3D","Noel Flth 7Day Chronic D. Pulex",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"11775","NOEL FLTH 7DAY CHR L. MINOR","TBZ1B","Noel Flth 7Day Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
